골판지 종이 보양지 (40m/1롤),P0000CTS,,0,S,Y,,(1)800플로3,풀로베니아(플라스틱) 보양재 3T x 900 x 1800,P0000CTS000A
골판지 종이 보양지 (40m/1롤),P0000CTS,,0,S,Y,,(1)800골판지,종이 롤보양재 3T x 1100 x 40M,P0000CTS000B
