상품명,상품코드,옵션 스타일,옵션 추가금액,옵션 표시방식,옵션사용,옵션세트명,자체 품목코드,품목명,품목코드,,이카운트_2단가
라디에타파인 집성판탑핑거,P0000BEO,,0,S,Y,,,24T x 915 x 2300,P0000BEO000D,,
라디에타파인 집성판탑핑거,P0000BEO,,0,S,Y,,,30T x 915 x 2300,P0000BEO000E,,
라디에타파인 집성판탑핑거,P0000BEO,,0,S,Y,,(1)302라디12탑,12T x 1220 x 2440,P0000BEO000F,,36500.0000000000
라디에타파인 집성판탑핑거,P0000BEO,,0,S,Y,,(1)302라디15탑,15T x 1220 x 2440,P0000BEO000G,,43400.0000000000
라디에타파인 집성판탑핑거,P0000BEO,,0,S,Y,,(1)302라디18탑,18T x 1220 x 2440,P0000BEO000H,,50900.0000000000
라디에타파인 집성판탑핑거,P0000BEO,,0,S,Y,,(1)302라디24탑,24T x 1220 x 2440,P0000BEO000I,,68400.0000000000
라디에타파인 집성판탑핑거,P0000BEO,,0,S,Y,,(1)302라디30탑,30T x 1220 x 2440,P0000BEO000J,,90000.0000000000
마감용 구조재인테리어등급,P0000BEL,,0,S,Y,,(1)100구조재A14,1” X 4” (19mm X 89mm),P0000BEL000A,,7100.0000000000
마감용 구조재인테리어등급,P0000BEL,,0,S,Y,,(1)100구조재A16,1” X 6” (19mm X 140mm),P0000BEL000B,,13500.0000000000
마감용 구조재인테리어등급,P0000BEL,,0,S,Y,,(1)100구조재A18,1” X 8” (19mm X 184mm),P0000BEL000C,,17400.0000000000
마감용 구조재인테리어등급,P0000BEL,,0,S,Y,,(1)100구조재B110,1” X 10” (19mm X 235mm),P0000BEL000D,,21500.0000000000
마감용 구조재인테리어등급,P0000BEL,,0,S,Y,,(1)100구조재B112,1” X 12” (19mm X 286mm),P0000BEL000E,,27700.0000000000
마감용 구조재인테리어등급,P0000BEL,,0,S,Y,,,----------,P0000BEL000F,,
마감용 구조재인테리어등급,P0000BEL,,0,S,Y,,(1)100구조재C22,2” X 2” (38mm X 38mm),P0000BEL000G,,5200.0000000000
마감용 구조재인테리어등급,P0000BEL,,0,S,Y,,(1)100구조재C24,2” X 4” (38mm X 89mm),P0000BEL000H,,10000.0000000000
마감용 구조재인테리어등급,P0000BEL,,0,S,Y,,(1)100구조재C26,2” X 6” (38mm X 140mm),P0000BEL000I,,16200.0000000000
마감용 구조재인테리어등급,P0000BEL,,0,S,Y,,(1)100구조재C28,2” X 8” (38mm X 184mm),P0000BEL000J,,25900.0000000000
마감용 구조재인테리어등급,P0000BEL,,0,S,Y,,(2)100제일구조210,2” X 10” (38mm X 235mm),P0000BEL000K,,
마감용 구조재인테리어등급,P0000BEL,,0,S,Y,,(1)100구조재D212,2” X 12” (38mm X 286mm),P0000BEL000L,,47500.0000000000
마감용 구조재인테리어등급,P0000BEL,,0,S,Y,,,-----------,P0000BEL000M,,
마감용 구조재인테리어등급,P0000BEL,,0,S,Y,,(2)100제일구조재E60,60mm X 60mm,P0000BEL000N,,
마감용 구조재인테리어등급,P0000BEL,,0,S,Y,,(1)100구조재E70각,70mm X 70mm,P0000BEL000O,,23300.0000000000
마감용 구조재인테리어등급,P0000BEL,,0,S,Y,,(1)100구조재E90각,90mm X 90mm,P0000BEL000P,,31400.0000000000
OSB (내장용)1220 x 2440mm,P0000BEK,,0,S,Y,,(1)300OSB8내,8T X 1220 X 2440 (내장용),P0000BEK000A,,10800.0000000000
OSB (내장용)1220 x 2440mm,P0000BEK,,0,S,Y,,(1)300OSB11내,11.1T X 1220 X 2440 (내장용),P0000BEK000B,,13000.0000000000
OSB (내장용)1220 x 2440mm,P0000BEK,,0,S,Y,,(2)300씨맥OSB18,18.3T X 1220 X 2440 (바닥용),P0000BEK000C,,
방부목각재/데크재,P0000BEI,,0,S,Y,,(1)100방부목3140,방부목 데크 25mm X 140mm,P0000BEI000A,,9700.0000000000
방부목각재/데크재,P0000BEI,,0,S,Y,,(1)100방부목1120,방부목 데크 21mm X 120mm,P0000BEI000B,,6500.0000000000
방부목각재/데크재,P0000BEI,,0,S,Y,,(1)100방부목295,방부목 데크 15mm X 95mm,P0000BEI000C,,4900.0000000000
방부목각재/데크재,P0000BEI,,0,S,Y,,(1)100방부목4A22,2” X 2” (38mm X 38mm),P0000BEI000D,,4600.0000000000
방부목각재/데크재,P0000BEI,,0,S,Y,,(1)100방부목524,2” X 4” (38mm X 89mm),P0000BEI000E,,8800.0000000000
방부목각재/데크재,P0000BEI,,0,S,Y,,(1)100방부목626,2” X 6” (38mm X 140mm),P0000BEI000F,,15000.0000000000
방부목각재/데크재,P0000BEI,,0,S,Y,,(2)100방부목728,2” X 8” (38mm X 184mm),P0000BEI000G,,
방부목각재/데크재,P0000BEI,,0,S,Y,,(2)100방부목8210,2” X 10” (38mm X 235mm),P0000BEI000H,,
방부목각재/데크재,P0000BEI,,0,S,Y,,(1)100방부목8212,2” X 12” (38mm X 285mm),P0000BEI000I,,48300.0000000000
방부목각재/데크재,P0000BEI,,0,S,Y,,(1)100방부목944,4” X 4” (90mm X 90mm),P0000BEI000J,,27800.0000000000
방부목각재/데크재,P0000BEI,,0,S,Y,,(2)100방부목제일55,5” X 5” 크로바(120mm X 120mm),P0000BEI000K,,
방부목각재/데크재,P0000BEI,,0,S,Y,,(2)100방부목제일66,6” X 6” 크로바(140mm X 140mm),P0000BEI000L,,
코아합판1220 x 2440mm,P0000BEH,,0,S,Y,,(1)3001Y코아18알,(연질)알비자 18Tx1220x2440mm,P0000BEH000A,,27000.0000000000
코아합판1220 x 2440mm,P0000BEH,,0,S,Y,,(1)3001Z코아18라,(강질) 라왕 18Tx1220x2440mm,P0000BEH000B,,34000.0000000000
태고합판1220 x 2440mm,P0000BEG,,0,S,Y,,(1)300태고21236,태고 12T x 910 x 1820mm,P0000BEG000A,,14600.0000000000
태고합판1220 x 2440mm,P0000BEG,,0,S,Y,,(1)300태고1248N,태고 12T x 1220 x 2440mm,P0000BEG000B,,33500.0000000000
자작합판1220 x 2440mm,P0000BEF,,0,S,Y,,(1)300A1자작SBB4,자작 합판 4T (S/BB) 러시아,P0000BEF000A,,33000.0000000000
자작합판1220 x 2440mm,P0000BEF,,0,S,Y,,(1)300A2자작SBB6,자작 합판 6T (S/BB) 러시아,P0000BEF000B,,41500.0000000000
자작합판1220 x 2440mm,P0000BEF,,0,S,Y,,(1)300A3자작SBB9,자작 합판 9T (S/BB) 러시아,P0000BEF000C,,50800.0000000000
자작합판1220 x 2440mm,P0000BEF,,0,S,Y,,(1)300A4자작SBB12,자작 합판 12T (S/BB) 러시아,P0000BEF000D,,59800.0000000000
자작합판1220 x 2440mm,P0000BEF,,0,S,Y,,(1)300A5자작SBB15,자작 합판 15T (S/BB) 러시아,P0000BEF000E,,69000.0000000000
자작합판1220 x 2440mm,P0000BEF,,0,S,Y,,(1)300A6자작SBB18,자작 합판 18T (S/BB) 러시아,P0000BEF000F,,76000.0000000000
자작합판1220 x 2440mm,P0000BEF,,0,S,Y,,(2)300제일자작2148,자작 합판 21T (S/BB) 러시아,P0000BEF000G,,
자작합판1220 x 2440mm,P0000BEF,,0,S,Y,,(2)300제일자작2448,자작 합판 24T (S/BB) 러시아,P0000BEF000H,,
자작합판1220 x 2440mm,P0000BEF,,0,S,Y,,(2)300제일자작3048,자작 합판 30T (S/BB) 러시아,P0000BEF000I,,
일반합판(수입산) 4*81220x2440mm,P0000BEE,,0,S,Y,,(1)3001A2748BB,2.7T x 1220 x 2440 동남아산 (일반),P0000BEE000A,,8700.0000000000
일반합판(수입산) 4*81220x2440mm,P0000BEE,,0,S,Y,,(1)3001D4648알,4.6T x 1220 x 2440 동남아산 (알비자),P0000BEE000B,,7900.0000000000
일반합판(수입산) 4*81220x2440mm,P0000BEE,,0,S,Y,,(1)3001E8548BB,8.5T x 1220 x 2440 동남아산 (고급),P0000BEE000C,,21800.0000000000
일반합판(수입산) 4*81220x2440mm,P0000BEE,,0,S,Y,,(1)3001C4648BB,4.6T x 1220 x 2440 동남아산 (고급),P0000BEE000D,,12000.0000000000
일반합판(수입산) 4*81220x2440mm,P0000BEE,,0,S,Y,,(1)3001G38548콤,8.5T x 1220 x 2440 콤비,P0000BEE000E,,15200.0000000000
일반합판(수입산) 4*81220x2440mm,P0000BEE,,0,S,Y,,(1)3001J11548콤,11.5T x 1220 x 2440 콤비,P0000BEE000G,,20200.0000000000
일반합판(수입산) 4*81220x2440mm,P0000BEE,,0,S,Y,,(1)3001K11548다,11.5T x 1220 x 2440 동남아산 (일반),P0000BEE000H,,26200.0000000000
일반합판(수입산) 4*81220x2440mm,P0000BEE,,0,S,Y,,(1)3001H11548BB,11.5T x 1220 x 2440 동남아산 (고급),P0000BEE000I,,28000.0000000000
일반합판(수입산) 4*81220x2440mm,P0000BEE,,0,S,Y,,(1)3001L14548BB,14.5T x 1220 x 2440 동남아산 (고급),P0000BEE000J,,37500.0000000000
일반합판(수입산) 4*81220x2440mm,P0000BEE,,0,S,Y,,(1)3001M17548BB,17.5T x 1220 x 2440 동남아산 (고급),P0000BEE000K,,45500.0000000000
일반합판(수입산) 4*81220x2440mm,P0000BEE,,0,S,Y,,(1)3001F8548MLH,8.5T x 1220 x 2440 베트남산 (MLH),P0000BEE000L,,13500.0000000000
일반합판(수입산) 4*81220x2440mm,P0000BEE,,0,S,Y,,(1)3001I11548MLH,11.5T x 1220 x 2440 베트남산 (MLH),P0000BEE000M,,16000.0000000000
미송합판(유절)1220 x 2440mm,P0000BED,,0,S,Y,,(1)300B1미송유48,미송합판 4.8T,P0000BED000A,,15000.0000000000
미송합판(유절)1220 x 2440mm,P0000BED,,0,S,Y,,(1)300B2미송유85,미송합판 8.5T,P0000BED000C,,26500.0000000000
미송합판(유절)1220 x 2440mm,P0000BED,,0,S,Y,,(1)300B3미송유12,미송합판 12T,P0000BED000D,,32500.0000000000
미송합판(유절)1220 x 2440mm,P0000BED,,0,S,Y,,(1)300B4미송유15,미송합판 15T,P0000BED000E,,42500.0000000000
미송합판(유절)1220 x 2440mm,P0000BED,,0,S,Y,,(1)300B5미송유18,미송합판 18T,P0000BED000F,,48800.0000000000
오징어합판 (요꼬합판)1220 x 2440mm,P0000BEC,,0,S,Y,,(1)3001B448오징,4T X 1220mm X 2440mm,P0000BEC000A,,16300.0000000000
MDF1220 x 2440mm,P0000BEB,,0,S,Y,,(1)301MDF113고밀,2.7T 일반 MDF,P0000BEB000A,,4800.0000000000
MDF1220 x 2440mm,P0000BEB,,0,S,Y,,(1)301MDF1245고밀,4.5T 일반 MDF,P0000BEB000B,,7800.0000000000
MDF1220 x 2440mm,P0000BEB,,0,S,Y,,(1)301MDF136USB,6T 일반 MDF,P0000BEB000C,,7700.0000000000
MDF1220 x 2440mm,P0000BEB,,0,S,Y,,(1)301MDF149USB,9T 일반 MDF,P0000BEB000F,,9600.0000000000
MDF1220 x 2440mm,P0000BEB,,0,S,Y,,(1)301MDF1512USB,12T 일반 MDF,P0000BEB000G,,13000.0000000000
MDF1220 x 2440mm,P0000BEB,,0,S,Y,,(1)301MDF1615USB,15T 일반 MDF,P0000BEB000P,,17400.0000000000
MDF1220 x 2440mm,P0000BEB,,0,S,Y,,(1)301MDF1718USB,18T 일반 MDF,P0000BEB000Q,,19700.0000000000
MDF1220 x 2440mm,P0000BEB,,0,S,Y,,(1)301MDF1825UB,25T 일반 MDF,P0000BEB000R,,45500.0000000000
MDF1220 x 2440mm,P0000BEB,,0,S,Y,,(1)301MDF1930UB,30T 일반 MDF,P0000BEB000S,,55000.0000000000
MDF1220 x 2440mm,P0000BEB,,0,S,Y,,(1)301MDF206고밀,6T 고밀도 MDF,P0000BEB000T,,13500.0000000000
MDF1220 x 2440mm,P0000BEB,,0,S,Y,,(1)301MDF209고밀,9T 고밀도 MDF,P0000BEB000U,,13500.0000000000
MDF1220 x 2440mm,P0000BEB,,0,S,Y,,(1)301MDF2112고밀,12T 고밀도 MDF,P0000BEB000V,,18000.0000000000
MDF1220 x 2440mm,P0000BEB,,0,S,Y,,(1)301MDF2215고밀,15T 고밀도 MDF,P0000BEB000W,,23500.0000000000
MDF1220 x 2440mm,P0000BEB,,0,S,Y,,(1)301MDF2318고밀,18T 고밀도 MDF,P0000BEB000X,,26000.0000000000
